Player,Team,Date,Opponent,Position,Game,AB,R,H,RBI,BB,SO,2B,3B,HR,SB,CS,HBP,SF
Bryant Shellenbarger,DH,6/15/2022,WM,9,1,4,1,2,2,1,1,1,,,,,,
Kevin Koziol,DH,6/15/2022,WM,2,1,4,1,1,2,0,1,,,,1,,,
Juan Lopez-Rios,DH,6/15/2022,WM,4,1,2,0,1,0,0,0,,,,,,2,
Christian Perez,WM,6/15/2022,DH,6,1,5,0,1,0,0,2,,,,,,,
Wade Weinburger Jr.,WM,6/15/2022,DH,8,1,2,0,2,1,2,0,,,,1,,,
Nathan Aide,WM,6/15/2022,DH,0,1,4,0,1,0,0,1,,,,,,,
Greg Vaughn Jr.,WM,6/15/2022,DH,9,1,4,0,1,0,0,2,,,,1,,,
Nick Caruso,WM,6/15/2022,DH,3,1,3,2,1,0,1,1,,,,1,,,
Duncan Hewitt,WM,6/15/2022,DH,2,1,4,0,1,0,0,1,,,,,,,
Buddy Dewaine Jr.,WM,6/15/2022,DH,7,1,3,1,0,0,1,3,,,,1,,,
Houston Parker,WM,6/15/2022,DH,5,1,2,0,0,0,2,1,,,,,,,
Elijah Brown,WM,6/15/2022,DH,4,1,3,0,0,1,1,2,,,,,,,
Tylor Frailey,BB,6/16/2022,UU,8,1,2,0,0,0,0,0,,,,,,,
Erick Ramirez,BB,6/16/2022,UU,7,1,3,0,1,1,0,1,,,,,,,
Cameron Collett,BB,6/16/2022,UU,5,1,5,1,0,0,0,3,,,,,,,
Eric Whitfield,BB,6/16/2022,UU,0,1,4,0,2,1,0,1,1,,,,,,
JD Stubbs,BB,6/16/2022,UU,3,1,4,1,2,0,0,0,,,,,,,
Ryan Sullivan,BB,6/16/2022,UU,9,1,2,1,0,0,0,2,,,,,,1,
Dakota McFadden,BB,6/16/2022,UU,9,1,0,0,0,0,1,0,,,,,,,
Chris Davis,BB,6/16/2022,UU,7,1,4,0,0,0,0,1,,,,,,,
Luke Fennelly,BB,6/16/2022,UU,6,1,4,0,0,0,0,0,,,,,,,
Miles Watson,BB,6/16/2022,UU,2,1,2,0,1,0,1,1,1,,,,,1,
Marques Paige,BB,6/16/2022,UU,4,1,3,1,1,0,0,2,,,,,,1,
Drue Galassi,UU,6/16/2022,BB,8,1,3,1,1,2,0,0,,,1,,,,
Kenny Rodriguez,UU,6/16/2022,BB,8,1,2,0,0,0,0,0,,,,,,,
Malek Bolin,UU,6/16/2022,BB,3,1,5,1,1,1,0,1,,,,,,,
Noah Childress,UU,6/16/2022,BB,0,1,2,2,1,3,1,0,,,1,,,,
Adam De La Cruz,UU,6/16/2022,BB,0,1,1,0,0,0,0,1,,,,,,,
Ari Sechopoulos,UU,6/16/2022,BB,7,1,2,1,1,1,2,0,,,1,,,,
Leandy Castro,UU,6/16/2022,BB,9,1,4,1,2,0,0,0,,,,,,,
Kevin Lambert,UU,6/16/2022,BB,5,1,4,1,1,0,0,1,,,,,,,
Matt Parkinson,UU,6/16/2022,BB,2,1,3,1,2,0,1,1,,,,,,,
Luis Atiles,UU,6/16/2022,BB,6,1,4,1,3,1,0,0,1,,,,,,
Jonathan Hodo,UU,6/16/2022,BB,4,1,2,1,0,0,1,0,,,,,,1,
Alex Pup,DH,6/17/2022,UU,6,1,6,1,1,0,0,4,,,,,,,
Blake Porter,DH,6/17/2022,UU,8,1,4,2,2,0,1,1,,,,,,,
Joe Burke,DH,6/17/2022,UU,3,1,4,1,3,1,1,0,,,,,,,
Yadi Rivera,DH,6/17/2022,UU,5,1,3,0,0,1,2,0,,,,,,,
Sean Lawlar,DH,6/17/2022,UU,7,1,4,1,0,1,1,2,,,,,,,
Nicholas Kreutzer,DH,6/17/2022,UU,0,1,3,1,1,0,2,0,,,,,,,
Bryant Shellenbarger,DH,6/17/2022,UU,9,1,5,2,2,3,0,0,1,,1,,,,
Whit Hughes,DH,6/17/2022,UU,2,1,5,0,2,2,0,3,2,,,,,,
Walker Paz,DH,6/17/2022,UU,4,1,5,0,0,0,0,3,,,,,,,
Drue Galassi,UU,6/17/2022,DH,8,1,5,0,1,0,0,1,,,,,,,
Kenny Rodriguez,UU,6/17/2022,DH,7,1,4,0,0,0,0,1,,,,,,1,
Noah Childress,UU,6/17/2022,DH,0,1,4,1,1,0,0,1,,,,,,1,
Ari Sechopoulos,UU,6/17/2022,DH,3,1,5,2,2,1,0,1,,,1,,,,
Leandy Castro,UU,6/17/2022,DH,9,1,3,3,2,0,1,0,1,,,,,,
Kevin Lambert,UU,6/17/2022,DH,5,1,4,1,2,0,0,0,1,,,,,,
Matt Parkinson,UU,6/17/2022,DH,2,1,3,1,2,4,0,1,1,,,,,,1
Luis Atiles,UU,6/17/2022,DH,6,1,3,1,1,2,1,0,1,,,,,,
Jonathan Hodo,UU,6/17/2022,DH,4,1,4,0,2,1,0,2,,,,,,,
Tylor Frailey,BB,6/18/2022,WM,8,1,3,1,0,0,0,1,,,,,,,
Erick Ramirez,BB,6/18/2022,WM,4,1,2,1,0,1,1,2,,,,,,,
Eric Whitfield,BB,6/18/2022,WM,0,1,3,0,1,2,0,0,,,,,,,
JD Stubbs,BB,6/18/2022,WM,3,1,2,0,0,0,1,1,,,,,,,
Dakota McFadden,BB,6/18/2022,WM,2,1,3,0,0,0,0,0,,,,,,,
Ryan Sullivan,BB,6/18/2022,WM,9,1,3,1,2,0,0,1,,,,,,,
Chris Davis,BB,6/18/2022,WM,7,1,2,0,0,0,1,1,,,,,,,
Cameron Collett,BB,6/18/2022,WM,5,1,2,1,1,0,0,0,,,,,,,
Luke Fennelly,BB,6/18/2022,WM,6,1,2,1,1,1,0,0,1,,,,,,
Connor Bagnieski,WM,6/18/2022,BB,8,1,1,2,0,0,3,0,,,,1,,,
Nick Caruso,WM,6/18/2022,BB,3,1,3,0,0,0,1,3,,,,,,,
Tanner Thomas,WM,6/18/2022,BB,7,1,1,1,0,1,2,0,,,,1,,,1
Houston Parker,WM,6/18/2022,BB,4,1,2,1,1,4,1,0,,,1,,,,
Wade Weinburger Jr.,WM,6/18/2022,BB,9,1,3,0,0,0,0,1,,,,,,,
Greg Vaughn Jr.,WM,6/18/2022,BB,0,1,2,0,0,0,0,2,,,,,,1,
Christian Perez,WM,6/18/2022,BB,6,1,3,0,1,0,0,0,,,,,,,
Duncan Hewitt,WM,6/18/2022,BB,2,1,2,1,0,0,1,1,,,,,,,
Buddy Dewaine Jr.,WM,6/18/2022,BB,5,1,3,0,0,0,0,2,,,,,,,
Elijah Brown,WM,6/18/2022,BB,5,1,0,0,0,0,0,0,,,,,,,
Chris Davis,BB,6/18/2022,WM,7,2,3,0,0,0,0,0,,,,,,,
Erick Ramirez,BB,6/18/2022,WM,0,2,2,0,0,0,1,0,,,,,,,
Eric Whitfield,BB,6/18/2022,WM,9,2,3,0,1,0,0,1,,,,,,,
JD Stubbs,BB,6/18/2022,WM,3,2,3,0,0,0,0,1,,,,,,,
Cameron Collett,BB,6/18/2022,WM,5,2,3,0,1,0,0,1,,,,,,,
Tylor Frailey,BB,6/18/2022,WM,8,2,2,0,0,0,0,0,,,,,,,
Luke Fennelly,BB,6/18/2022,WM,6,2,2,0,0,0,0,1,,,,,,,
Miles Watson,BB,6/18/2022,WM,2,2,1,0,0,0,1,0,,,,,,,
Marques Paige,BB,6/18/2022,WM,4,2,1,0,0,0,1,1,,,,1,,,
Connor Bagnieski,WM,6/18/2022,BB,8,2,3,0,1,0,0,1,,,,1,,,
Nick Caruso,WM,6/18/2022,BB,2,2,3,0,1,0,0,1,,,,,,,
Tanner Thomas,WM,6/18/2022,BB,7,2,3,0,0,0,0,2,,,,,,,
Nathan Aide,WM,6/18/2022,BB,9,2,3,0,0,0,0,0,,,,,,,
Houston Parker,WM,6/18/2022,BB,5,2,2,0,0,0,0,1,,,,,,,
Wade Weinburger Jr.,WM,6/18/2022,BB,0,2,1,0,1,0,1,0,,,,1,,,
Christian Perez,WM,6/18/2022,BB,6,2,2,0,0,0,0,1,,,,,,,
Duncan Hewitt,WM,6/18/2022,BB,3,2,2,1,1,0,0,0,,,,,,,
Elijah Brown,WM,6/18/2022,BB,4,2,2,0,0,0,0,1,,,,,,,
Drue Galassi,UU,6/19/2022,DH,8,1,4,2,2,1,0,0,1,,,,,,1
Adam De La Cruz,UU,6/19/2022,DH,5,1,5,1,1,0,0,1,,,,,,,
Noah Childress,UU,6/19/2022,DH,0,1,4,1,2,0,1,0,,,,,,,
Ari Sechopoulos,UU,6/19/2022,DH,3,1,3,1,1,2,1,2,,,1,,,,1
Leandy Castro,UU,6/19/2022,DH,9,1,3,1,1,1,1,2,,,,1,,,1
Kevin Lambert,UU,6/19/2022,DH,6,1,5,0,2,2,0,0,,,,,,,
Matt Parkinson,UU,6/19/2022,DH,2,1,4,0,0,0,0,1,,,,,,,
Kenny Rodriguez,UU,6/19/2022,DH,7,1,3,1,0,0,0,1,,,,,,1,
Jonathan Hodo,UU,6/19/2022,DH,4,1,3,0,0,0,1,1,,,,,,,
Alex Pup,DH,6/19/2022,UU,6,1,5,0,0,0,0,2,,,,,,,
Blake Porter,DH,6/19/2022,UU,8,1,2,0,0,0,2,2,,,,,,,
Joe Burke,DH,6/19/2022,UU,3,1,4,1,1,1,0,1,,,1,,,,
Yadi Rivera,DH,6/19/2022,UU,5,1,4,1,1,0,0,1,,,,,,,
Bryant Shellenbarger,DH,6/19/2022,UU,9,1,4,1,1,0,0,0,,,,,,,
Nicholas Kreutzer,DH,6/19/2022,UU,0,1,2,1,0,0,2,2,,,,,,,
Noah Marcoux,DH,6/19/2022,UU,7,1,3,1,0,1,1,0,,,,,,,
Kevin Koziol,DH,6/19/2022,UU,2,1,2,0,1,1,0,0,,,,,,,1
Sean Lawlar,DH,6/19/2022,UU,2,1,1,0,0,0,0,0,,,,,,,
Juan Lopez-Rios,DH,6/19/2022,UU,4,1,3,0,1,1,0,0,,,,,,,
Walker Paz,DH,6/19/2022,UU,4,1,1,0,0,0,0,1,,,,,,,
Connor Bagnieski,WM,6/22/2022,UU,4,1,4,0,0,0,0,0,,,,,,,
Wade Weinburger Jr.,WM,6/22/2022,UU,0,1,3,0,0,0,1,2,,,,2,,,
Tanner Thomas,WM,6/22/2022,UU,8,1,4,0,1,0,0,1,,,,,,,
Houston Parker,WM,6/22/2022,UU,5,1,1,1,0,0,1,0,,,,1,,2,
Nick Caruso,WM,6/22/2022,UU,2,1,3,1,1,1,0,0,1,,,,,,
Duncan Hewitt,WM,6/22/2022,UU,2,1,1,0,0,0,0,1,,,,,,,
Nathan Aide,WM,6/22/2022,UU,7,1,4,0,1,0,0,1,,,,,,,
Greg Vaughn Jr.,WM,6/22/2022,UU,9,1,2,0,1,0,2,1,,,,,,,
Buddy Dewaine Jr.,WM,6/22/2022,UU,3,1,4,0,2,0,0,0,,,,,,,
Elijah Brown,WM,6/22/2022,UU,6,1,3,0,0,1,1,1,,,,,,,
Drue Galassi,UU,6/22/2022,WM,8,1,5,0,1,0,0,1,,,,,,,
Malek Bolin,UU,6/22/2022,WM,1,1,3,0,0,0,1,1,,,,,,,
Ari Sechopoulos,UU,6/22/2022,WM,0,1,4,0,2,1,0,0,1,,,,,,
Leandy Castro,UU,6/22/2022,WM,9,1,1,0,0,0,3,1,,,,,,,
Kevin Lambert,UU,6/22/2022,WM,5,1,4,1,2,1,0,2,,,1,,,,
Kenny Rodriguez,UU,6/22/2022,WM,7,1,3,0,0,0,0,1,,,,,,1,
Matt Parkinson,UU,6/22/2022,WM,2,1,4,0,1,0,0,2,,,,,,,
Luis Atiles,UU,6/22/2022,WM,6,1,3,1,1,0,1,0,,,,,,,
Jonathan Hodo,UU,6/22/2022,WM,4,1,4,1,2,0,0,1,,,,,,,
Luke Fennelly,BB,6/23/2022,DH,4,1,2,1,1,1,2,0,1,,,,,,
Chris Davis,BB,6/23/2022,DH,7,1,4,0,0,0,0,1,,,,,,,
Eric Whitfield,BB,6/23/2022,DH,0,1,3,0,0,0,1,2,,,,,1,,
JD Stubbs,BB,6/23/2022,DH,3,1,4,0,1,0,0,0,,,,,,,
Wellington Guzman,BB,6/23/2022,DH,6,1,3,0,0,0,0,0,,,,,,1,
Marcos Castillo,BB,6/23/2022,DH,8,1,2,1,1,0,2,0,,,,2,,,
Ryan Sullivan,BB,6/23/2022,DH,9,1,3,1,1,2,0,0,,,1,,,,
Dakota McFadden,BB,6/23/2022,DH,2,1,2,0,0,0,0,0,,,,,,,
Felix Aberouette,BB,6/23/2022,DH,2,1,1,1,1,0,0,0,1,,,,,,
Cameron Collett,BB,6/23/2022,DH,5,1,2,1,0,0,1,1,,,,,,,
Alex Pup,DH,6/23/2022,BB,6,1,2,2,0,0,2,0,,,,,,,
Blake Porter,DH,6/23/2022,BB,8,1,4,2,2,2,0,1,,,1,1,,,
Joe Burke,DH,6/23/2022,BB,3,1,4,1,0,0,0,1,,,,,,,
Yadi Rivera,DH,6/23/2022,BB,5,1,4,2,2,4,0,0,,,1,,,,
Bryant Shellenbarger,DH,6/23/2022,BB,9,1,4,0,1,0,0,1,,,,,,,
Sean Lawlar,DH,6/23/2022,BB,7,1,4,0,1,2,0,1,,,,,,,
Noah Marcoux,DH,6/23/2022,BB,0,1,4,0,0,0,0,2,,,,,,,
Whit Hughes,DH,6/23/2022,BB,2,1,3,0,0,0,0,0,,,,,,,
Walker Paz,DH,6/23/2022,BB,4,1,1,2,0,0,1,1,,,,2,,1,
Connor Bagnieski,WM,6/24/2022,BB,7,1,5,1,2,1,0,1,,,,,,,
Buddy Dewaine Jr.,WM,6/24/2022,BB,5,1,4,1,1,1,1,1,,,1,,,,
Tanner Thomas,WM,6/24/2022,BB,8,1,5,1,1,0,0,0,1,,,,,,
Houston Parker,WM,6/24/2022,BB,4,1,4,0,1,2,1,0,1,,,,,,
Nick Caruso,WM,6/24/2022,BB,2,1,4,0,1,0,0,1,,,,,,,
Wade Weinburger Jr.,WM,6/24/2022,BB,9,1,3,0,0,0,1,1,,,,,,,
Greg Vaughn Jr.,WM,6/24/2022,BB,0,1,3,0,0,0,0,1,,,,,,1,
Duncan Hewitt,WM,6/24/2022,BB,3,1,4,1,2,0,0,0,,,,,,,
Christian Perez,WM,6/24/2022,BB,6,1,3,0,0,0,1,1,,,,,,,
Luke Fennelly,BB,6/24/2022,WM,4,1,3,1,1,2,0,1,,,,,,,1
Chris Davis,BB,6/24/2022,WM,7,1,4,0,2,0,0,1,,,,,,,
Marcos Castillo,BB,6/24/2022,WM,8,1,4,0,2,1,0,0,,,,1,,,
JD Stubbs,BB,6/24/2022,WM,3,1,4,0,1,0,0,1,,,,,,,
Felix Aberouette,BB,6/24/2022,WM,2,1,4,0,0,0,0,0,,,,,,,
Ryan Sullivan,BB,6/24/2022,WM,0,1,3,0,0,0,0,1,,,,,,1,
Eric Whitfield,BB,6/24/2022,WM,9,1,4,2,1,0,0,1,,,,,,,
Wellington Guzman,BB,6/24/2022,WM,6,1,4,2,2,0,0,1,1,,,,,,
Cameron Collett,BB,6/24/2022,WM,5,1,4,0,1,2,0,2,,,,,,,
Alex Pup,DH,6/25/2022,UU,6,1,4,1,2,2,0,1,,,1,,,,
Blake Porter,DH,6/25/2022,UU,8,1,4,0,2,0,0,1,1,,,,,,
Joe Burke,DH,6/25/2022,UU,0,1,4,0,0,0,0,1,,,,,,,
Yadi Rivera,DH,6/25/2022,UU,5,1,3,1,1,0,1,0,,,,,,,
Bryant Shellenbarger,DH,6/25/2022,UU,9,1,3,1,1,0,0,1,,,,,,,
Nicholas Kreutzer,DH,6/25/2022,UU,3,1,1,2,0,0,2,1,,,,,,,
Noah Marcoux,DH,6/25/2022,UU,7,1,3,0,2,2,0,0,,,,,,,
Kevin Koziol,DH,6/25/2022,UU,2,1,3,0,1,1,0,0,,,,,,,
Walker Paz,DH,6/25/2022,UU,4,1,3,1,0,0,0,1,,,,1,,,
Drue Galassi,UU,6/25/2022,DH,9,1,1,1,1,0,2,0,,,,1,1,,
Kenny Rodriguez,UU,6/25/2022,DH,8,1,3,1,2,0,0,0,,,,,,,
Malek Bolin,UU,6/25/2022,DH,3,1,3,1,1,3,0,0,,,1,,,,
Ari Sechopoulos,UU,6/25/2022,DH,7,1,2,0,0,0,1,1,,,,,,,
Noah Childress,UU,6/25/2022,DH,0,1,3,0,1,0,0,1,,,,,,,
Adam De La Cruz,UU,6/25/2022,DH,0,1,0,0,0,0,0,0,,,,,,,
Kevin Lambert,UU,6/25/2022,DH,5,1,3,1,1,1,0,1,,,1,,,,
Matt Parkinson,UU,6/25/2022,DH,2,1,3,0,0,0,0,0,,,,,,,
Luis Atiles,UU,6/25/2022,DH,6,1,2,0,0,0,0,1,,,,,,,
Leandy Castro,UU,6/25/2022,DH,6,1,1,0,0,0,0,0,,,,,,,
Jonathan Hodo,UU,6/25/2022,DH,4,1,2,0,0,0,0,1,,,,,,,
Alex Pup,DH,6/25/2022,UU,6,2,3,0,0,0,0,1,,,,,,,
Blake Porter,DH,6/25/2022,UU,8,2,3,0,0,0,0,2,,,,,,,
Joe Burke,DH,6/25/2022,UU,0,2,3,0,1,0,0,0,,,,,,,
Yadi Rivera,DH,6/25/2022,UU,5,2,3,0,0,0,0,0,,,,,,,
Bryant Shellenbarger,DH,6/25/2022,UU,9,2,3,0,0,0,0,2,,,,,,,
Sean Lawlar,DH,6/25/2022,UU,7,2,3,0,0,0,0,3,,,,,,,
Noah Marcoux,DH,6/25/2022,UU,3,2,3,0,0,0,0,2,,,,,,,
Whit Hughes,DH,6/25/2022,UU,2,2,2,0,1,0,0,1,,,,,,,
Kevin Koziol,DH,6/25/2022,UU,2,2,0,0,0,0,0,0,,,,,,,
Juan Lopez-Rios,DH,6/25/2022,UU,4,2,1,0,1,0,1,0,,,,1,,,
Drue Galassi,UU,6/25/2022,DH,9,2,3,0,0,0,0,2,,,,,,,
Kenny Rodriguez,UU,6/25/2022,DH,8,2,2,0,1,0,1,0,1,,,,,,
Malek Bolin,UU,6/25/2022,DH,0,2,3,0,1,0,0,1,,,,,,,
Ari Sechopoulos,UU,6/25/2022,DH,3,2,2,0,0,0,1,1,,,,,,,
Leandy Castro,UU,6/25/2022,DH,7,2,3,0,1,0,0,1,,,,,,,
Kevin Lambert,UU,6/25/2022,DH,6,2,3,0,0,0,0,1,,,,,,,
Matt Parkinson,UU,6/25/2022,DH,2,2,2,0,1,0,0,0,,,,,,,
Luis Atiles,UU,6/25/2022,DH,4,2,1,0,1,0,1,0,,,,,,,
Adam De La Cruz,UU,6/25/2022,DH,5,2,2,0,0,0,0,1,,,,,,,
Tanner Thomas,WM,6/26/2022,BB,8,1,4,0,0,0,0,1,,,,,,,
Nick Caruso,WM,6/26/2022,BB,3,1,4,0,1,0,0,2,,,,,,,
Connor Bagnieski,WM,6/26/2022,BB,7,1,3,1,0,0,1,0,,,,1,,,
Houston Parker,WM,6/26/2022,BB,4,1,3,0,1,1,0,1,,,,,,,
Christian Perez,WM,6/26/2022,BB,6,1,1,0,0,0,0,1,,,,,,,
Wade Weinburger Jr.,WM,6/26/2022,BB,9,1,3,0,0,0,0,2,,,,,,,
Buddy Dewaine Jr.,WM,6/26/2022,BB,5,1,3,1,1,1,0,1,,,1,,,,
Nathan Aide,WM,6/26/2022,BB,0,1,2,0,0,0,1,0,,,,,,,
Elijah Brown,WM,6/26/2022,BB,6,1,3,0,0,0,0,1,,,,,,,
Duncan Hewitt,WM,6/26/2022,BB,2,1,3,0,0,0,0,1,,,,,,,
Luke Fennelly,BB,6/26/2022,WM,4,1,4,1,1,1,0,0,,,,,,,
Chris Davis,BB,6/26/2022,WM,7,1,4,0,1,0,0,1,,,,,,,
Marcos Castillo,BB,6/26/2022,WM,8,1,4,0,1,2,0,0,,,,,,,
Wellington Guzman,BB,6/26/2022,WM,6,1,3,0,0,0,1,2,,,,,,,
Felix Aberouette,BB,6/26/2022,WM,2,1,3,0,2,0,1,0,,,,,,,
Ryan Sullivan,BB,6/26/2022,WM,3,1,3,0,1,0,0,0,,,,,,,
JD Stubbs,BB,6/26/2022,WM,3,1,1,0,0,0,0,0,,,,,,,
Eric Whitfield,BB,6/26/2022,WM,9,1,4,1,1,0,0,2,,,,,,,
Dakota McFadden,BB,6/26/2022,WM,0,1,3,0,1,0,1,1,,,,,,,
Cameron Collett,BB,6/26/2022,WM,5,1,4,1,0,0,0,2,,,,1,,,
Alex Pup,DH,6/29/2022,BB,6,1,4,0,1,0,0,3,,,,,,,
Blake Porter,DH,6/29/2022,BB,8,1,4,0,0,0,0,3,,,,,,,
Joe Burke,DH,6/29/2022,BB,3,1,4,0,0,0,0,1,,,,,,,
Yadi Rivera,DH,6/29/2022,BB,5,1,4,0,1,0,0,1,1,,,,,,
Walker Paz,DH,6/29/2022,BB,5,1,0,0,0,0,0,0,,,,,,,
Bryant Shellenbarger,DH,6/29/2022,BB,9,1,3,0,0,0,1,0,,,,,,,
Sean Lawlar,DH,6/29/2022,BB,7,1,4,0,0,0,0,3,,,,,,,
Nicholas Kreutzer,DH,6/29/2022,BB,0,1,3,2,2,2,1,0,,,2,,,,
Kevin Koziol,DH,6/29/2022,BB,2,1,4,0,0,0,0,2,,,,,1,,
Juan Lopez-Rios,DH,6/29/2022,BB,4,1,4,0,0,0,0,0,,,,,,,
Luke Fennelly,BB,6/29/2022,DH,4,1,4,1,1,0,0,0,1,,,,,,
Chris Davis,BB,6/29/2022,DH,7,1,3,0,0,0,1,1,,,,,1,,
Marcos Castillo,BB,6/29/2022,DH,8,1,4,1,1,1,0,3,,,,1,,,
JD Stubbs,BB,6/29/2022,DH,3,1,4,0,1,0,0,0,,,,,,,
Felix Aberouette,BB,6/29/2022,DH,2,1,4,0,2,1,0,0,,,,,,,
Wellington Guzman,BB,6/29/2022,DH,6,1,4,0,0,0,0,2,,,,,,,
Eric Whitfield,BB,6/29/2022,DH,9,1,4,0,1,0,0,0,,,,,,,
Cameron Collett,BB,6/29/2022,DH,0,1,3,0,0,0,0,2,,,,,,,
Erick Ramirez,BB,6/29/2022,DH,5,1,3,0,0,0,0,0,,,,,,,
Alex Pup,DH,7/1/2022,BB,6,1,5,0,0,0,0,2,,,,,,,
Blake Porter,DH,7/1/2022,BB,8,1,4,0,2,1,1,2,1,,,1,,,
Joe Burke,DH,7/1/2022,BB,3,1,5,0,1,0,0,1,,,,,,,
Yadi Rivera,DH,7/1/2022,BB,5,1,4,1,2,1,0,0,,,1,,,,
Nicholas Kreutzer,DH,7/1/2022,BB,0,1,2,0,0,0,2,0,,,,,,,
Sean Lawlar,DH,7/1/2022,BB,9,1,2,0,0,0,2,2,,,,,,,
Noah Marcoux,DH,7/1/2022,BB,7,1,2,1,0,0,2,1,,,,,,,
Kevin Koziol,DH,7/1/2022,BB,2,1,4,1,1,0,0,1,,,,,,,
Walker Paz,DH,7/1/2022,BB,4,1,3,0,0,1,1,1,,,,1,,,
Luke Fennelly,BB,7/1/2022,DH,4,1,3,2,2,2,2,1,2,,,,,,
Chris Davis,BB,7/1/2022,DH,7,1,5,1,1,1,0,2,,,,,,,
Marcos Castillo,BB,7/1/2022,DH,8,1,4,2,1,1,0,0,,,,,,1,
JD Stubbs,BB,7/1/2022,DH,0,1,4,1,2,0,1,1,,,,,,,
Felix Aberouette,BB,7/1/2022,DH,2,1,4,1,2,2,0,1,1,,,,,1,
Wellington Guzman,BB,7/1/2022,DH,6,1,4,1,2,2,1,2,1,,,,,,
Eric Whitfield,BB,7/1/2022,DH,9,1,4,0,1,1,0,2,,,,,,,
Dakota McFadden,BB,7/1/2022,DH,3,1,4,1,0,0,0,1,,,,,,,
Erick Ramirez,BB,7/1/2022,DH,5,1,3,2,1,0,1,2,,,,,,,
Drue Galassi,UU,7/2/2022,WM,8,1,3,0,0,0,1,2,,,,,,,
Malek Bolin,UU,7/2/2022,WM,3,1,2,1,0,0,1,2,,,,,,,
Adam De La Cruz,UU,7/2/2022,WM,7,1,0,0,0,0,0,0,,,,,,,
Leandy Castro,UU,7/2/2022,WM,7,1,1,0,0,0,0,0,,,,,,,
Noah Childress,UU,7/2/2022,WM,0,1,3,1,1,0,0,1,,,,,,,
Ari Sechopoulos,UU,7/2/2022,WM,7,1,3,0,0,0,0,0,,,,,,,
Kevin Lambert,UU,7/2/2022,WM,5,1,3,1,2,1,0,1,,,,,,,
Matt Parkinson,UU,7/2/2022,WM,2,1,3,0,0,0,0,2,,,,,,,
Kenny Rodriguez,UU,7/2/2022,WM,9,1,3,2,1,2,0,0,1,,,,,,
Luis Atiles,UU,7/2/2022,WM,6,1,2,0,1,1,0,0,,,,,,1,
Jonathan Hodo,UU,7/2/2022,WM,4,1,3,0,1,0,0,1,1,,,,,,
Buddy Dewaine Jr.,WM,7/2/2022,UU,5,1,4,0,1,0,0,1,,,,,,,
Tanner Thomas,WM,7/2/2022,UU,8,1,3,0,1,0,1,2,,,,,,,
Bryan Leef,WM,7/2/2022,UU,9,1,3,0,1,0,0,0,,,,1,,1,
Houston Parker,WM,7/2/2022,UU,4,1,4,1,2,0,0,1,,,,,,,
Connor Bagnieski,WM,7/2/2022,UU,7,1,1,1,0,0,1,0,,,,,,1,
Wade Weinburger Jr.,WM,7/2/2022,UU,0,1,2,1,2,0,1,0,,,,,,,
Duncan Hewitt,WM,7/2/2022,UU,2,1,3,0,0,0,0,2,,,,,,,
Christian Perez,WM,7/2/2022,UU,6,1,3,0,1,1,0,0,,,,,,,
Elijah Brown,WM,7/2/2022,UU,3,1,3,1,2,2,0,0,,,1,,,,
Drue Galassi,UU,7/2/2022,WM,8,2,3,0,0,0,0,3,,,,,,,
Malek Bolin,UU,7/2/2022,WM,7,2,2,0,0,0,0,0,,,,,,,
Leandy Castro,UU,7/2/2022,WM,9,2,2,0,0,0,0,0,,,,,,,
Ari Sechopoulos,UU,7/2/2022,WM,3,2,2,1,1,1,0,0,,,1,,,,
Noah Childress,UU,7/2/2022,WM,0,2,2,0,0,0,0,0,,,,,,,
Kevin Lambert,UU,7/2/2022,WM,6,2,2,0,0,0,0,1,,,,,,,
Matt Parkinson,UU,7/2/2022,WM,2,2,2,0,1,0,0,0,,,,,,,
Luis Atiles,UU,7/2/2022,WM,4,2,2,0,0,0,0,1,,,,,,,
Adam De La Cruz,UU,7/2/2022,WM,5,2,2,0,0,0,0,1,,,,,,,
Buddy Dewaine Jr.,WM,7/2/2022,UU,5,2,3,0,0,0,0,2,,,,,,,
Tanner Thomas,WM,7/2/2022,UU,8,2,3,0,0,0,0,1,,,,,,,
Bryan Leef,WM,7/2/2022,UU,9,2,3,1,1,0,0,2,,,,,,,
Houston Parker,WM,7/2/2022,UU,2,2,3,1,2,0,0,1,,,,,,,
Connor Bagnieski,WM,7/2/2022,UU,7,2,2,0,0,0,1,0,,,,,,,
Greg Vaughn Jr.,WM,7/2/2022,UU,0,2,1,0,1,0,2,0,,,,,,,
Duncan Hewitt,WM,7/2/2022,UU,2,2,3,0,1,0,0,1,,,,,,,
Christian Perez,WM,7/2/2022,UU,6,2,2,0,0,0,0,0,,,,,,,
Wade Weinburger Jr.,WM,7/2/2022,UU,6,2,0,0,0,1,1,0,,,,,,,
Elijah Brown,WM,7/2/2022,UU,3,2,2,0,0,0,0,1,,,,,,,
Luke Fennelly,BB,7/3/2022,DH,4,1,4,1,1,0,0,0,,,,,,,
Chris Davis,BB,7/3/2022,DH,7,1,3,1,2,1,2,0,,,,,,,
Marcos Castillo,BB,7/3/2022,DH,8,1,5,0,1,1,0,1,,,,,,,
JD Stubbs,BB,7/3/2022,DH,3,1,5,1,1,0,0,2,,,,,,,
Felix Aberouette,BB,7/3/2022,DH,2,1,4,0,1,1,0,1,,,,,,,
Wellington Guzman,BB,7/3/2022,DH,6,1,2,0,0,0,2,0,,,,,,,
Eric Whitfield,BB,7/3/2022,DH,9,1,4,1,1,2,0,0,,,,,,,
